# p1 - c2 sync,p2 - c4 sync,c2 - p1,c4 - p2
25587.10599,39660.66003,73.44007,239.34603
32.41587,31.82101,284.99293,143.22615
24.95098,374.74990,46.51594,62.89411
22.78900,2080.39784,44.38496,379.48513
22.71605,92.95011,44.01207,21.80004
268.11600,23.71597,33.48804,46.19479
23.20218,108.70600,44.87681,43.89191
23.32187,194.24701,217.99111,29.28901
22.51005,85.95514,49.30806,43.01500
25.50793,499.22109,82.25393,42.26398
608.85501,831.61712,21.70300,59.71408
1285.93898,22.56584,43.96915,44.65079
32.13692,25.77400,261.97791,200.16289
41.45789,27.01998,42.90318,43.47491
437.76703,459.74898,213.80401,22.09091
23.09895,46.68307,46.26298,59.95393
23.25010,37.50396,66.50901,44.42310
23.21315,1089.16306,97.47887,26.12615
32.32384,22.56012,205.46389,248.08788
168.60986,23.02980,45.60304,46.49091
21.76404,861.26590,45.08090,37.44006
22.65596,66.66899,54.66509,21.39401
23.98586,296.42320,186.96284,21.66080
21.71016,22.10999,74.55707,192.35587
23.01097,697.23105,49.17598,41.26787
22.76492,89.85090,189.81409,214.52403
344.16389,1100.28911,375.80395,27.77195
1419.65604,2319.15188,23.16594,36.42893
480.11017,300.28701,21.75903,36.50498
24.51706,34.98602,358.29401,56.66804
23.16213,25.12908,73.33398,43.57290
22.19200,33.54311,72.73912,431.99086
398.69308,23.68402,29.26111,42.72604
23.10205,1075.52505,45.51792,27.41289
75.16694,22.84884,27.61912,216.50004
628.48592,1868.79301,43.14613,22.52507
24.00994,27.37808,76.39384,195.12105
26.78990,1647.90297,44.06500,24.62196
23.16785,656.76713,43.43081,28.49817
24.33801,23.39101,43.78915,46.64898
22.40515,401.47614,50.39907,25.70105
25.37918,23.19598,146.46196,212.11290
22.94683,23.77605,42.38009,43.94317
22.31598,22.23110,43.10513,43.95199
27.77004,23.95487,53.80297,225.41094
352.40793,23.51809,89.04386,44.32392
22.68600,540.06600,44.67487,681.79917
30.13301,22.35198,102.09703,48.13290
23.14806,23.26083,43.15996,42.56010
24.28794,1184.28302,44.57188,21.80481
24.82200,21.97480,68.43114,44.15011
643.12720,25.89011,69.11898,44.04402
790.60912,312.47211,323.43292,49.15380
50.34494,2017.50898,153.48005,24.47104
22.62902,22.99118,65.01102,64.62002
544.87991,467.07606,22.05300,22.33195
25.67291,27.52399,110.98099,45.41612
22.75085,641.76178,188.70711,222.03898
35.27904,97.18895,44.78192,47.70112
22.35699,1785.39300,64.30793,32.01103
112.82802,22.44878,72.45302,47.55998
242.81812,22.60494,212.75091,43.31708
59.88503,990.46707,45.11380,22.53604
25.81787,22.12691,45.72415,105.94916
26.04198,23.07296,57.22904,48.16294
985.66508,26.94201,42.81211,49.34716
29.15812,600.54517,217.03815,31.27313
25.71106,22.68314,41.92400,42.94205
26.73388,23.54002,42.95683,43.34617
28.51915,530.05695,342.71598,93.25504
27.97222,1676.03707,98.74296,22.24994
22.62712,75.27709,48.55299,44.02184
24.65487,28.45192,43.91098,188.24792
23.81206,23.35596,106.44102,173.69890
27.46511,26.58486,66.37311,43.72287
26.73316,576.91622,204.87189,91.15314
22.31002,22.93587,68.38298,42.43898
25.35009,24.25289,192.70396,43.69116
1245.65601,363.31415,117.46001,46.08512
28.15580,22.61901,57.15394,213.96494
23.91505,30.78604,64.81004,121.81711
28.07593,79.98800,70.91022,74.75019
26.54409,26.71003,44.25120,43.37382
26.29399,28.92804,43.17498,45.99905
26.44300,26.63398,148.23794,187.86907
26.78895,24.31703,56.32901,102.25081
30.97701,320.01495,147.44210,95.03102
639.98699,132.71093,46.72384,45.55202
62.46805,27.17996,24.03188,53.57504
22.81117,29.74319,186.78999,79.21815
22.90201,30.23291,81.42614,48.21801
22.41707,43.40196,45.37511,43.90693
23.01502,523.12088,83.06789,32.53889
31.35419,71.50197,209.60593,83.02689
60.36615,255.91207,42.29903,49.18003
23.49997,26.93892,42.91296,44.65699
31.61407,28.96190,43.16401,43.03980
95.65401,22.74704,181.65803,367.38420
24.81699,389.36305,42.18721,50.96388
25.08402,39.80994,254.61888,47.82009
22.63093,24.79410,42.79089,49.98612
