# p1 - c1 sync,p1 - c4 sync,p2 - c2 sync,p2 - c5 sync,c1 - p1,c2 - p2,c4 - p1,c5 - p2
111.90104,111.31001,35.21895,769.99497,46.13304,45.48097,183.49504,349.72095
1116.34302,36.25107,86.24792,86.83801,296.68403,227.71001,139.02688,438.73191
37.63103,36.00502,106.21095,106.30584,42.78493,44.75808,44.40308,44.73805
45.38178,46.06080,81.80499,847.84818,196.56205,104.06613,44.51513,119.68207
94.09690,93.22882,121.03486,120.95308,44.25097,45.05706,45.09592,45.71700
169.17491,414.84785,692.86108,2963.07206,342.76414,100.47698,187.49189,101.48787
39.66713,40.76409,45.00794,923.44809,45.67099,47.15204,44.10887,101.83692
36.17597,35.88796,35.07495,34.99603,193.15505,48.26689,193.85600,596.90690
36.55601,36.82399,36.93509,36.31616,356.04692,67.70611,316.49280,45.35484
77.70300,77.87490,79.81205,935.00400,44.98792,47.02592,224.98488,48.76781
40.26008,41.72897,37.33206,732.19323,45.63904,69.07105,206.68697,342.60702
43.05792,42.95397,34.54804,33.96010,194.83614,51.14293,45.75586,444.34404
2794.06714,1101.82309,45.43090,2316.32400,30.23100,50.62509,561.91993,343.81795
694.96202,219.31386,39.54792,395.18690,30.30491,236.83000,235.51798,190.24515
35.06088,35.61282,186.61404,34.95693,195.05906,44.55400,390.39397,43.31994
34.81889,418.38288,39.99496,38.95688,57.10387,66.63895,183.76184,213.58800
566.69497,5228.29103,42.99784,124.93992,43.65587,217.28492,23.33188,99.71189
89.13779,3192.38591,46.14210,463.90915,44.65103,254.36306,23.68402,101.56512
35.63404,1233.13403,161.76486,2218.65988,63.61699,419.31796,64.22591,100.31414
182.09100,1002.85697,640.90610,152.43602,44.94786,184.85093,48.72799,147.40109
435.70805,35.71510,2072.98994,379.27699,45.38298,23.75221,97.12791,153.00989
41.36515,43.03312,89.07819,88.62019,186.02395,43.86902,90.22498,44.30008
1753.52597,38.33079,54.79097,54.12579,22.30406,98.36102,194.25988,97.52393
3282.81188,33.71382,760.07295,248.12698,210.26492,535.17890,97.95403,45.02392
1197.58201,124.75419,40.32516,654.09708,22.14313,221.73595,59.27277,118.22486
34.14202,33.67686,533.41699,633.00204,46.47803,45.59302,46.69809,220.89195
86.62486,65.00292,644.16099,2308.12812,388.93008,152.79889,410.46405,0.00000
78.32098,78.32193,119.07196,215.79194,51.76115,46.33212,51.96714,569.06986
