# p1 - c5 sync,p2 - c1 sync,c1 - p2,c5 - p1
20228.32417,5123.61312,159.17277,76.45607
82.70001,76.81894,44.53087,44.06595
55.78804,55.25517,43.59221,44.92998
56.37121,45.58301,46.58484,46.27299
48.48385,50.25697,46.80014,45.87889
76.92599,78.77517,43.63799,45.70699
47.04309,46.13423,45.13097,43.40005
45.77494,56.95295,46.35286,48.07019
61.97405,45.87007,47.74404,42.40704
76.82395,86.94196,50.38500,58.03418
80.54805,80.31297,43.70785,44.75999
46.85998,68.39013,47.10889,48.94805
82.49617,80.54805,45.41397,43.93697
113.81912,143.40687,43.55788,44.66796
57.15704,94.26618,45.99404,44.16394
47.19996,97.21994,50.61603,45.72392
45.89796,67.89494,44.54088,45.24207
48.50411,57.19423,46.32497,73.23003
43.89405,100.49820,43.61510,45.13693
45.38989,101.98092,46.41700,46.39697
46.92507,113.49487,43.87212,44.99888
47.98508,115.79394,44.45410,142.69781
47.59502,195.49513,44.42787,46.40102
53.31993,62.70099,45.10498,43.43200
47.26601,47.07408,43.61606,171.53001
46.48089,47.74785,45.07709,48.57397
51.00608,63.76410,46.99707,43.72311
49.25299,70.61887,45.21394,50.75598
113.18684,112.36811,45.74609,43.56408
83.94504,83.86397,44.74497,45.32886
49.59011,69.00096,45.12000,48.08593
60.91380,50.45700,43.54882,44.01207
74.33414,104.02608,46.76414,43.65993
46.32616,47.67489,47.58787,61.50603
44.32797,52.25301,43.12301,44.00396
53.49493,44.47699,44.05594,45.97998
49.60394,48.27309,43.47110,44.17491
73.88091,55.08590,43.43390,43.88595
94.12003,47.25099,44.52896,47.45793
51.60308,46.77010,44.81602,53.59411
46.06009,46.40985,44.40808,44.13009
83.70709,58.85816,48.79117,44.43884
74.82505,104.12192,43.66112,43.40196
82.03912,81.27999,46.15307,44.51394
49.71910,55.59611,44.28005,50.47107
48.64907,47.87588,44.92188,43.14280
51.81313,70.35398,45.71080,43.29896
82.07607,80.28698,43.94603,43.15686
64.67295,174.57604,49.84212,43.79797
58.07590,51.76210,45.53509,148.31781
56.69999,110.88896,45.60685,44.95311
52.16908,48.70200,44.30795,53.38693
50.53687,44.68703,45.81785,69.75198
46.08893,52.36697,43.38789,45.14408
51.24903,56.64992,44.58094,46.05198
46.11397,57.39117,43.84899,44.28101
48.78712,52.72698,44.16394,44.92092
50.11916,96.31109,94.96188,72.86596
47.27197,65.66906,67.38710,146.16609
58.71606,45.94684,46.49496,44.10315
52.55294,53.59697,46.05722,43.82896
93.12081,55.06516,48.45500,45.18890
46.04697,45.56513,46.18096,45.55297
45.34721,50.43292,43.15519,43.75196
47.18995,74.14293,48.01917,43.42318
62.17384,45.94612,45.75992,47.71900
50.73786,46.02599,46.75198,44.94500
48.26498,67.67297,46.37003,47.89901
131.38103,46.72408,45.38488,46.48209
58.01797,71.03014,44.41404,46.93198
172.11103,55.32908,44.68703,43.53714
70.03593,52.43492,43.57910,44.64698
53.03311,249.79591,172.28198,122.78390
89.95581,56.14400,43.07508,44.46006
49.84188,52.05011,43.26606,45.48979
53.06101,55.75109,43.54906,56.05698
53.33018,53.73287,44.20590,43.64300
53.75600,88.64903,45.29381,43.84995
47.23811,50.08101,43.04194,62.01696
52.04320,47.69897,46.22793,77.60787
51.15795,48.09117,46.59200,45.00198
56.24509,47.47486,44.10291,44.72995
49.08299,127.59209,44.23809,43.62106
48.61116,47.80483,47.65797,44.84582
55.81498,156.21591,45.60113,43.80608
58.06923,71.42806,104.37799,59.24606
61.78498,66.44511,46.50283,46.18692
183.56204,84.47289,44.91305,45.55416
70.86802,102.56410,44.73901,45.00413
46.62609,85.19912,48.82097,260.15401
48.15698,52.35481,42.77492,56.44083
46.72098,47.28198,45.04585,44.58880
52.34885,51.88012,45.00198,46.58294
74.66292,50.68493,46.43011,45.44997
97.76902,70.04094,44.14701,45.37416
49.21699,55.80401,44.00992,45.32599
49.57700,129.61912,49.60299,44.92188
71.86198,69.41915,44.64912,47.20306
66.86902,139.78505,45.85791,53.21503
51.93877,94.54107,44.99507,44.38210
53.19905,48.71106,45.25590,46.82922
48.97499,47.60599,43.92195,46.75698
76.67804,50.11201,46.66805,44.63387
49.01099,48.61712,44.35492,44.55209
52.52099,45.62593,44.30914,43.66088
47.02687,47.42408,45.27998,45.05110
55.42898,54.47817,158.78105,57.75404
47.45984,49.62802,44.91186,45.61806
78.59802,47.69301,44.18421,138.19408
46.71383,46.29111,44.23213,45.07208
54.52895,48.87199,47.28603,83.62794
57.10411,46.60797,45.17388,44.69609
46.90504,45.33005,44.93189,43.72621
46.70405,48.03801,43.41292,44.27695
47.94788,46.21196,45.46094,43.25104
47.77789,49.61205,44.75617,63.56502
49.58296,52.53601,47.35684,43.69998
47.23406,45.13597,44.59190,44.35110
82.46207,80.77407,45.48717,45.62283
44.88111,46.01097,45.65310,44.36302
45.57395,45.66598,45.51291,44.60812
71.69914,47.35088,45.29905,45.30811
46.85211,48.70391,45.97807,134.07111
45.65406,65.53602,45.13812,45.16101
49.03293,120.21804,45.10403,43.90407
46.95201,50.69709,44.25001,103.07002
47.35398,46.37003,44.19708,45.37988
50.50993,46.99588,45.50409,89.89191
47.55306,71.50388,44.40594,44.63601
59.23700,135.93197,45.41206,43.79296
67.30509,62.55889,45.61400,183.29382
116.34493,46.60392,48.03991,45.74203
52.68788,49.01409,44.01088,44.34609
224.70212,51.88203,44.86799,45.35699
45.35913,46.11015,45.63308,44.32011
89.46705,51.33700,46.10300,60.04500
96.12799,81.93302,45.60995,74.05710
163.49196,51.22018,45.48001,45.47596
47.61815,57.78098,45.24708,43.63894
75.87099,105.52406,44.51919,43.88905
47.82104,46.62204,47.40286,44.01183
52.72198,53.26295,46.29803,44.54398
48.17796,56.37503,45.31622,43.98489
51.24712,72.42799,44.53516,45.47715
49.52908,49.76583,44.00396,45.80808
47.61410,49.79706,45.23182,50.92287
47.39809,139.24098,45.74299,45.55798
47.70589,46.67997,49.68786,46.11397
52.38080,44.86108,44.21186,44.24882
134.66811,47.22214,47.57500,110.87084
83.16517,52.53196,43.88404,42.80806
99.79391,53.39503,47.26815,43.82801
45.20202,49.38388,46.64993,44.53921
