# p1 - c2 sync,p2 - c4 sync,c2 - p1,c4 - p2
29.78492,24.63818,45.40300,45.45689
32.80902,22.67385,45.79496,44.41595
44.64602,31.44693,45.33195,68.46499
53.67398,23.64898,84.86199,190.56106
66.52093,31.05402,84.82003,45.50004
25.11406,28.44906,50.45700,49.04795
30.16710,407.68385,46.40293,185.12988
23.35191,23.63706,45.26591,49.43395
29.68216,284.88302,44.70587,33.53286
25.17605,29.70695,184.98087,77.52109
22.61901,87.31508,47.56618,44.94691
72.41201,24.73402,46.31996,45.91894
25.98500,29.18386,45.02797,80.82294
22.71986,186.30600,46.11301,46.79394
23.50497,52.25396,44.89398,45.11499
22.76301,213.65023,69.10896,44.57402
25.34509,54.94809,65.08207,45.66002
23.29421,22.69197,45.72511,45.78900
23.95821,28.84197,49.88885,47.85895
25.10118,23.34785,92.69309,45.80402
26.09301,24.24598,309.63898,110.60309
127.62499,27.66490,46.73505,45.99309
24.99795,24.64294,72.98803,46.15593
28.92995,33.05292,101.14908,46.23508
30.18999,60.80198,44.70015,237.82206
24.61696,23.98586,151.38006,45.57109
24.91403,23.74005,47.29414,70.15514
23.44394,24.10197,47.17994,50.39001
23.97609,64.16178,43.94007,44.33799
23.16189,220.70098,45.05301,23.21506
68.89606,219.66290,53.68996,47.40691
220.33501,30.25508,23.23294,45.82691
25.37584,26.34597,96.79008,164.57510
24.08290,26.52001,45.20392,45.96210
27.66991,30.46083,45.73298,47.06097
24.49203,24.28293,45.53890,68.23111
24.02997,25.99406,71.51890,45.02916
25.16294,23.46778,44.80004,45.93182
25.95091,23.76390,67.39402,47.30701
23.95606,23.41914,46.14902,49.27993
28.38302,23.62800,43.87021,48.32697
23.90695,24.96099,45.83788,43.56909
23.69905,26.12209,46.66805,46.17095
23.09608,23.73409,44.75617,154.71601
23.73505,22.72797,109.03215,46.08297
23.91911,299.88003,45.96186,48.06304
284.36589,23.79203,24.46914,148.34094
24.10221,47.26100,48.89393,47.89305
23.34595,23.16189,46.55004,46.29207
23.83399,25.08593,76.51305,46.50116
24.13106,22.76301,45.37702,46.21100
27.62890,23.96798,46.00811,45.26401
23.82207,29.92892,46.41581,45.30501
24.81294,24.44196,145.92695,46.84401
26.96896,25.34413,115.51690,44.90018
24.77098,45.06898,58.08401,46.51904
223.37484,63.80510,27.50707,46.11278
50.12488,65.98592,54.69704,34.88493
50.04287,119.85493,56.10490,22.74299
23.80586,53.01905,45.13097,184.69095
24.88089,43.13898,56.60105,46.13590
360.18801,23.70310,108.19912,47.05381
30.34210,29.74200,46.20910,173.90704
24.53709,776.12185,44.71397,48.07401
301.27597,26.38698,28.37396,46.08798
712.07213,29.57296,23.31591,45.00103
25.94280,22.82119,44.76905,62.52813
25.41804,25.72298,50.64416,46.16714
41.25810,23.62418,46.28801,46.68808
25.90609,26.70097,49.94893,48.79403
26.27921,22.60399,45.20798,55.72891
26.25299,26.49307,351.57800,46.37599
155.88689,23.06890,22.64690,71.94710
25.92921,30.65705,89.92410,61.58495
25.07401,23.01121,44.09313,45.14503
24.42384,23.88692,50.04096,50.47989
83.61697,251.47200,45.61901,28.11193
23.66996,45.08305,44.66510,45.06803
24.38712,33.14304,45.28999,105.83186
29.40106,22.86887,80.20091,49.74008
29.93488,389.03093,46.92221,250.45490
23.72694,23.41485,44.49391,66.26391
253.56913,25.87914,63.23695,44.74020
24.33896,62.84785,45.04704,44.65914
26.90792,23.39411,67.60311,46.22388
341.52222,23.61917,23.52619,50.44413
29.36482,32.96208,45.18700,184.24201
66.11013,23.32592,66.89620,46.93604
50.45915,26.75009,65.03701,45.40300
22.69983,22.51816,193.49909,66.10012
26.13497,24.89209,44.84200,46.57006
39.73293,200.07586,46.69595,49.06607
27.93694,34.19709,56.40078,84.08880
144.11497,23.69499,44.57188,46.56601
31.09622,54.36802,86.49492,45.76087
28.08213,148.06008,44.89994,142.40408
30.80702,126.65701,47.25695,48.85292
23.81086,1078.22299,85.43396,23.36097
31.76594,59.53979,46.85402,45.86506
156.06499,30.36213,44.87491,184.67188
27.62079,101.62401,80.65200,46.69404
26.35908,50.03190,43.95795,48.94710
30.99608,25.46501,46.21792,45.61281
23.83590,66.26391,136.64412,65.15121
29.21319,176.25690,46.24891,196.89298
31.86917,24.63794,46.23079,45.67003
23.85187,24.45698,52.43015,50.77815
23.44990,31.75902,44.34419,67.67797
61.89919,46.39292,45.93015,73.45700
28.27692,22.04394,44.46483,45.05897
437.73699,24.39308,356.95004,48.26093
29.52194,67.60287,96.46702,193.71009
35.18605,27.26817,141.22891,46.06700
28.46909,30.16305,107.27596,45.63999
48.49911,75.01912,47.52517,46.12112
104.24805,397.52603,45.48812,46.89217
216.06183,23.95296,45.17007,44.32702
23.83685,23.58794,126.66988,44.63196
22.82500,30.56884,49.20506,47.92500
23.78488,73.23813,45.31884,70.81914
24.89591,27.39596,72.51501,44.54184
568.86196,53.37596,23.72909,195.95504
57.87587,46.40508,68.03513,46.27800
25.90489,25.94805,44.32201,352.17500
28.32508,23.76199,45.51196,46.28897
25.03109,87.05306,151.20292,47.35804
574.33414,24.64104,22.18986,183.54702
24.00994,27.50421,49.26586,45.24302
58.09903,657.59897,200.58823,22.70699
25.40708,26.99113,45.84408,46.15998
30.68519,39.12592,200.86503,122.51902
27.58789,32.02200,44.66200,46.48399
30.99513,29.29997,44.49391,45.81189
116.01305,27.89712,46.67997,48.00010
24.28007,891.58297,72.93391,22.46594
743.22915,22.73393,22.22800,66.16688
27.45700,25.26808,69.57889,45.71390
33.77604,40.67492,44.88087,46.94200
28.75209,47.64605,45.60804,43.60700
25.09403,556.24890,45.21298,122.06912
29.13713,42.38486,75.11306,46.06700
30.94292,29.12879,46.69595,45.77804
23.30685,31.50606,516.44301,61.97500
61.93900,428.84398,110.85105,92.26108
24.14298,30.82991,47.35899,45.01987
961.32708,59.45301,43.90097,49.13902
