# p1 - c3 sync,c3 - p1
16082.78394,67.24000
13.97514,22.37511
15.01203,22.14503
12.22014,22.38297
12.89415,186.65695
270.28203,24.14894
12.22897,25.78712
11.83915,22.94612
14.42385,22.95899
12.88199,22.62497
31.40306,26.54505
12.52913,22.39990
12.67791,23.50307
13.06891,22.69006
12.17008,22.28093
216.59398,22.71891
12.71701,23.80991
13.13496,28.27501
13.34691,23.41294
11.75785,22.75920
12.20798,22.12381
99.65897,25.29097
13.10277,23.96202
11.80696,29.80304
171.14711,22.20893
23.44394,24.87087
35.88009,22.30191
16.42394,23.45800
12.53104,182.88922
14.13703,23.17786
15.81216,182.81698
12.17604,22.47310
13.17501,22.86196
12.64691,26.08204
37.69302,23.49997
12.11381,27.26793
23.16594,23.44203
17.13419,24.18017
12.68005,27.91691
1025.40803,39.66808
13.31496,22.93992
12.99787,24.18709
12.30884,23.65899
21.31796,23.90099
15.41018,23.52214
14.32014,189.05401
987.49804,25.55609
12.75802,26.37410
12.78806,24.14799
12.48980,26.71599
15.35702,25.04706
17.87305,43.55597
13.09323,23.47708
12.34794,26.64709
92.30280,27.79412
65.76800,23.47493
12.21919,24.63508
13.32617,27.16088
12.46500,24.74713
57.35517,23.08798
14.64891,26.24583
12.89606,29.36196
12.22587,182.78408
12.75301,22.28093
687.20794,22.51220
17.78102,23.24605
13.40508,191.74218
16.31594,22.52913
15.79905,29.33383
2454.73599,22.14622
385.46300,22.21298
38.45310,85.05797
151.83902,22.77112
12.27403,25.36798
39.12592,24.76907
17.20500,22.82810
11.91115,23.76103
14.39214,24.18184
14.36901,23.05698
33.36906,26.02410
19.91415,23.06390
57.37305,23.33498
15.99002,24.75190
1944.60511,184.05414
20.01691,182.27291
12.78806,26.07703
16.27898,28.56708
56.17404,24.44887
298.35701,35.42495
15.10000,67.38901
16.62803,22.56203
15.41901,23.65589
12.45904,24.05000
592.49616,345.45302
16.62707,21.98315
867.82813,23.28205
12.35604,24.48010
36.80182,25.19083
12.03704,24.38688
13.36217,23.08702
2717.88621,56.72121
630.06020,57.14703
755.58805,22.76802
869.49396,23.78106
33.07104,23.10896
15.78689,23.71407
16.63995,23.06390
18.69392,24.18995
89.25891,22.39704
13.66687,22.95017
17.64011,23.57483
14.36210,26.06392
65.31000,22.60685
22.39513,83.67777
16.66093,28.82695
20.70403,22.72797
13.31210,27.93097
16.14594,25.64311
12.47597,28.22208
12.67910,25.49601
15.12098,22.57109
22.09616,87.11100
29.07896,28.20897
64.45909,24.21594
16.21795,28.59092
53.88379,183.91919
14.04405,23.04196
84.90300,24.42002
419.02709,41.28194
385.63085,24.80006
16.37387,183.46500
12.06493,22.60089
314.32509,24.02186
552.49405,23.09585
14.62007,23.43488
15.30719,185.93001
24.57595,25.87414
516.72792,58.02011
16.12997,23.93293
11.80911,65.53698
12.33482,22.32003
15.43808,22.28498
27.79508,23.99206
17.11082,23.96607
14.34493,23.98586
13.18002,23.58294
14.47296,24.91188
15.16795,183.42900
12.68601,26.81208
17.51304,28.97906
12.52079,23.91720
15.70797,22.56799
16.59513,22.94302
11.90615,60.55403
39.81996,23.52786
13.22699,199.15795
17.80510,26.52812
31.69513,24.75595
15.32102,23.27394
14.98008,23.42200
12.94088,23.89598
12.63714,31.19802
12.68697,189.99410
15.63215,25.35009
13.61203,22.84694
397.58301,41.37707
59.69906,23.90218
14.19401,24.14012
11.91592,182.20782
12.94088,22.07208
11.83510,23.81706
300.57812,22.03202
12.71701,23.96894
12.84599,26.76892
12.78114,23.25797
13.21912,23.98396
12.60281,50.61603
13.25297,23.50211
13.06701,27.24099
18.94307,23.59486
13.10587,22.67480
12.41398,24.04094
12.13002,25.81906
12.05993,23.62514
12.04777,23.13018
12.90894,55.83596
13.44705,22.64094
14.25481,183.50506
12.35199,23.56791
13.50999,25.69294
12.11214,24.28508
13.07917,25.84195
13.21888,23.04411
13.66591,25.17700
380.01609,22.84503
12.36701,184.77392
12.82096,22.98307
12.90393,23.08798
12.42304,22.38703
12.78615,22.80617
13.21602,22.65191
13.32808,192.14702
13.12709,23.92411
12.60114,23.69499
12.05087,23.06890
12.73704,24.09911
13.03387,26.09587
11.99603,23.77796
12.77304,23.61703
13.89313,24.59717
12.85601,24.10197
13.72194,34.02495
12.56490,49.26610
599.02287,49.25108
12.39991,23.49687
13.02505,204.40602
663.67698,23.89479
14.06598,28.05805
13.66496,22.59398
12.63309,209.18822
12.56895,24.44506
13.53478,22.57895
13.83686,23.01693
29.74796,23.49901
12.98904,28.08213
13.73410,23.91195
12.54416,25.13385
12.68291,23.01002
13.37004,22.71605
13.25011,23.25296
13.21101,22.51387
72.38293,23.58317
11.96384,23.69189
12.89701,24.42098
17.99893,23.28181
19.47284,22.51315
11.96480,23.00596
13.07321,24.22690
12.31194,183.12907
12.42685,27.16613
20.51902,22.90297
17.82799,23.37599
239.96401,22.92395
324.96810,69.04197
12.06493,193.02011
15.02895,22.88985
29.19412,22.49217
13.19909,36.48806
125.74410,183.45594
414.89506,36.40079
15.38610,24.10102
1600.67821,22.81094
11.60693,23.75889
15.60998,29.32310
15.02299,72.77489
16.26587,22.85290
13.38816,23.85402
18.69798,24.45197
12.61210,22.42899
612.38217,42.01794
17.12704,25.92707
12.85982,29.64616
11.91092,22.80807
50.45199,22.86100
15.14006,24.45912
13.01885,30.15900
16.46709,24.51301
1473.64497,21.77596
450.12999,31.01802
585.01196,219.47694
13.08107,103.06096
434.71789,21.70801
13.20601,25.38395
12.00581,23.38505
12.28786,23.15784
12.73489,24.08719
13.17811,22.95804
46.55886,22.33696
14.27603,24.27006
16.15405,24.68896
13.35907,23.30112
16.61396,195.50610
12.76207,26.27897
13.70597,23.18478
12.82811,25.15602
131.60515,23.52500
14.29200,24.62387
19.41204,22.82906
444.95606,32.55081
913.04111,22.92013
12.97212,24.92404
16.34002,22.88198
12.87508,32.43303
14.90712,212.83507
