# p1 - c5 sync,p2 - c1 sync,c1 - p2,c5 - p1
52243.52694,5153.97501,100.19398,104.33197
1047.83797,118.38794,44.37804,65.52792
86.50517,87.56304,44.37304,66.94221
173.30098,173.78497,45.89796,46.17786
42.62900,75.70910,42.13381,49.10994
45.18509,45.30787,44.78097,120.84198
48.73180,117.27500,48.55680,94.62285
45.66503,64.44001,43.24698,227.06199
67.76619,45.68601,45.60781,43.55407
86.17997,87.53800,45.24612,45.18414
63.23099,52.98996,44.52610,47.01591
92.66090,73.55595,214.37716,56.16903
46.67616,79.62084,48.44308,47.39714
58.20894,47.16897,46.36002,44.38210
47.44005,68.19415,46.17500,47.08600
91.60304,72.86119,60.28295,59.91292
83.94289,84.29003,47.17302,47.73188
54.17085,56.26106,44.54899,46.19193
53.12586,48.03610,46.25297,43.10989
53.06697,64.41808,48.93994,48.48599
80.25599,80.75309,44.39592,45.21489
66.40697,53.44987,51.97692,46.25297
76.27201,82.36599,44.51513,46.25297
52.94490,51.74184,71.96379,52.23703
47.72687,62.91699,44.21782,46.05794
51.56302,1331.40612,30.79009,132.38692
88.27400,143.44096,45.02583,121.26994
45.84217,56.01311,252.13003,46.09299
52.98305,45.91393,43.31708,44.44885
105.22318,48.47717,45.24708,52.19007
51.24998,47.87779,47.86396,45.08591
55.61209,110.17585,44.96098,45.20583
60.96601,54.85702,60.00614,56.99801
63.43985,52.25611,44.88397,45.97616
53.22099,49.85189,286.17620,66.86592
51.66006,52.94013,45.51888,43.16902
55.15194,52.93608,62.50882,70.79506
46.67711,141.79611,45.38298,46.35406
51.71084,695.03284,83.78291,45.70889
47.27483,46.48519,44.34919,52.67096
46.47803,76.45512,66.80393,45.15910
54.66509,209.64098,153.41282,76.92599
45.76898,48.28501,136.22785,46.05603
51.51701,50.75502,46.16308,46.94605
47.23501,58.18415,76.65396,43.32304
559.60202,54.13795,44.58094,65.45901
45.45522,48.24996,44.74187,50.79412
80.41596,268.69678,22.11809,44.64293
47.55211,55.88698,46.02504,46.39196
108.76203,73.38119,42.67097,88.95993
53.71094,47.37687,46.89908,46.26393
46.87095,56.06389,67.37304,70.62888
45.55297,52.74391,44.03019,48.51317
54.48890,42.83500,184.58200,43.17212
105.45897,104.89702,55.21202,54.63099
82.18908,1221.27700,38.29002,46.23604
52.36387,43.66803,45.25685,46.68307
49.79300,69.28396,117.60616,44.33012
53.66993,45.54605,44.35301,43.19501
47.03999,61.53798,46.79608,45.74490
49.08514,55.95303,45.41492,43.67805
54.11816,88.98497,44.57808,85.57391
55.56893,60.32109,42.40394,47.76502
56.78201,46.50092,44.91305,44.35706
47.25003,110.35299,46.99397,58.57491
45.88199,78.76992,43.66803,44.39688
51.48196,44.62814,45.14194,43.19310
52.49691,45.33100,46.17190,64.47101
53.27797,46.93985,44.22998,43.45298
130.85294,58.41494,48.36416,45.44711
58.84600,60.32991,46.25106,43.95890
52.91295,46.56696,45.40110,67.49296
571.79809,52.58298,44.14105,130.15699
47.59407,106.31490,44.65795,54.68106
158.30612,50.86207,44.48891,51.92089
117.67220,47.40000,44.90495,47.40095
55.92895,109.90500,57.33800,50.79603
71.02895,101.28903,45.35699,44.34013
46.66710,125.74196,44.47603,46.22602
51.31888,599.28989,23.13805,47.91498
51.95689,98.92607,81.15697,46.09895
412.76908,47.11103,171.50903,50.45104
100.78096,44.22617,44.99197,57.68800
48.26283,53.87902,44.25812,42.75584
99.13206,44.34395,122.17116,44.86918
47.42813,64.72397,46.02098,43.27106
81.46286,780.89690,21.95787,47.70207
53.32088,91.27212,157.85408,77.37398
46.92221,56.68879,54.78811,43.86497
158.63395,744.49110,227.83303,45.48717
52.27184,55.24015,44.05808,341.28904
529.88100,52.17195,45.34698,52.13308
48.15698,46.31495,45.10713,44.30103
49.36314,343.25910,46.43202,45.11905
46.01002,125.56100,44.65413,44.39902
47.32394,44.81006,45.08519,44.48700
47.68610,55.88007,44.38710,49.31211
53.38192,70.81604,44.75093,43.99204
46.72003,53.95913,44.75808,61.52296
47.76192,48.38085,60.30703,62.58392
47.11795,85.47401,45.63498,48.77400
45.26711,546.22102,45.42112,43.08009
45.60804,797.82486,28.18894,45.05801
49.92318,153.37801,43.12110,44.20900
160.51793,62.94394,44.67106,43.14590
418.94317,57.44791,44.90590,52.40917
49.89982,56.83303,44.04116,44.88206
46.38600,57.93285,83.46987,89.71596
49.17383,116.49299,42.38296,208.44293
44.71612,67.77287,240.50808,45.80498
48.70892,57.14607,128.14116,116.87589
55.57990,59.60584,66.46109,67.19184
45.74299,54.07500,46.18907,50.39883
53.30801,67.57808,107.48291,46.24891
80.68514,45.94302,45.45403,45.70198
45.75109,47.81294,46.35000,43.34116
45.50791,67.83390,44.32392,45.97402
45.28904,136.65295,43.85686,45.77899
46.61107,61.68413,43.63704,44.04402
45.97592,45.62402,103.28794,273.05794
51.26715,44.49987,44.79098,135.29181
47.72496,50.77600,67.74306,50.23503
52.28806,57.40309,47.06693,125.32187
52.58608,49.98493,45.44902,216.82000
54.48508,49.52908,81.78592,44.07001
59.59606,131.09684,68.14408,132.75695
51.96095,127.77400,102.84090,49.98016
55.77612,78.53413,89.27107,223.39797
60.81700,123.13819,46.73219,50.05312
51.45717,75.54793,43.75792,83.34517
47.16706,96.71092,94.88082,120.12887
57.65796,93.36090,169.67511,114.59088
55.92799,99.77889,43.54715,124.64404
50.69017,46.50998,44.25597,74.69296
57.04403,46.01693,45.06207,81.63118
65.71007,62.10899,41.82601,47.17112
50.96388,48.53511,43.51091,43.22886
95.50500,50.86899,44.58809,43.08510
52.77681,55.33600,42.81592,46.23413
46.73004,56.34212,42.87195,44.99888
45.14503,49.09492,43.24603,169.95406
53.75004,96.08889,45.49694,45.49193
46.40889,123.69895,46.03910,104.64001
51.32914,72.74604,47.34111,66.69307
44.39712,53.20096,44.58189,44.28792
64.76188,46.38910,182.31297,60.18806
46.86308,56.87809,44.54494,95.38817
61.75280,109.91502,45.76802,42.86790
48.31100,48.60902,53.81799,50.43006
46.31305,66.93506,45.12501,82.43895
325.47498,63.08103,43.37597,51.26095
51.70202,56.70190,43.55788,42.42492
1028.20897,57.51109,50.11702,72.39509
46.38600,102.14305,65.00292,317.98100
211.13706,69.57293,44.09313,112.24222
46.81301,70.44888,46.46087,68.73703
48.62595,72.75009,44.58690,44.64388
47.27387,60.24790,45.14718,43.17689
45.51196,270.68400,151.11995,45.12715
45.61782,45.07399,43.87498,43.78295
1338.38296,57.60598,44.01207,109.03287
45.58897,46.04006,50.30298,43.78295
45.12906,49.52097,46.44895,43.50615
45.14384,52.56510,44.12413,150.37298
49.18218,51.01490,43.21289,50.83704
