# p1 - c2 sync,p2 - c4 sync,c2 - p1,c4 - p2
14126.25504,11163.01513,0.53215,22.55702
24.45412,24.25885,46.04888,46.87715
48.97189,67.51299,85.23703,24.35994
24.42598,26.46899,127.38705,127.97499
120.44287,27.16899,45.39704,47.25909
24.48201,1590.69896,48.95115,34.06501
31.68297,82.57389,118.50595,64.65602
26.88813,25.31314,66.83803,44.89279
24.34397,23.34809,65.36579,46.43607
24.58811,23.48304,45.37892,44.99602
79.35596,54.50916,45.38894,46.56982
25.56396,29.20914,46.68617,49.81685
27.96197,25.42305,45.72296,46.27204
23.94414,23.88501,45.23206,49.72100
27.59004,36.61895,46.04816,44.70897
31.53205,25.80309,49.00193,46.72694
1082.98278,23.79799,43.47801,46.63205
32.63998,31.68106,47.05000,46.20504
59.07893,178.48587,45.78590,46.93794
27.72784,83.46796,46.98420,46.74792
30.66897,31.14915,44.84415,45.57991
24.12200,23.79799,47.73712,47.98698
114.73393,87.83603,45.51315,45.79496
23.86212,23.49710,45.26591,185.15015
28.27716,64.06999,46.63587,68.18795
23.61321,31.31199,109.01594,44.96217
24.12891,23.99898,46.05293,45.58420
26.86596,22.94183,46.16904,44.53087
22.16792,26.69096,113.10410,45.66407
24.41120,25.00391,44.97600,46.11397
33.44202,23.11802,46.29707,45.18390
24.78218,23.75698,129.79603,45.89200
28.30601,25.04420,44.64984,44.73901
24.33395,22.61281,49.37410,45.96996
25.13599,24.69397,47.14108,48.38204
24.47701,95.92605,45.33601,46.03505
37.47106,24.21904,67.83104,46.94605
45.83001,31.65221,150.29597,149.06287
23.82803,25.56801,107.42497,108.47092
24.10698,23.53406,44.79098,46.84615
23.32807,23.87905,45.79687,45.10212
23.42296,23.09608,53.26796,52.91700
36.02409,24.35398,43.22481,45.42017
30.83420,29.92606,45.03584,45.84885
46.32497,46.81301,45.67504,44.23499
25.77591,23.86093,46.29111,67.17491
25.68889,27.52399,45.81189,47.05286
37.62293,68.43305,44.13605,49.19314
96.57311,32.13692,44.76500,43.92695
32.91178,47.52684,44.91520,44.99507
30.73001,61.81192,47.88709,44.62409
444.83304,28.33891,23.47493,46.06295
23.71597,29.78802,45.31217,182.28316
22.69411,96.76790,44.75212,47.64295
28.91207,40.14897,44.53015,69.19503
1130.87606,1253.66497,45.05110,25.63715
24.74713,31.35300,44.89303,204.00119
42.01794,27.94099,44.78216,184.74197
23.82493,23.05698,44.31701,50.39191
32.80687,51.53394,45.62402,67.73186
45.87412,24.69397,115.41200,45.89510
32.36914,24.11103,43.47086,77.68798
27.62318,53.46608,44.67511,45.31693
28.57709,24.50705,43.70999,45.49909
1320.45984,23.85902,22.15004,46.96012
100.04997,96.76409,47.79100,49.10278
26.54004,35.97593,65.76896,44.61503
32.50599,42.23895,44.04593,46.49305
25.43998,28.42212,45.86601,48.64717
30.35283,29.68407,45.38798,45.36891
26.08585,249.75801,43.99896,66.56504
23.99898,583.49800,44.53015,23.69714
407.60398,25.49005,56.18000,44.00587
34.55615,28.86915,47.80316,43.72787
23.46087,48.12503,49.22318,45.22800
23.09895,24.42789,50.63891,45.13097
28.80001,47.90115,48.58589,74.17488
23.74601,25.43712,150.38514,46.30089
29.48308,28.82409,47.24693,88.23299
27.38595,28.22900,43.78700,44.85393
48.61188,29.09708,43.96796,43.27393
265.45095,28.26786,43.36381,46.50283
23.05698,24.04714,46.06795,95.29305
48.51508,34.99794,46.28301,45.47596
83.34017,31.18610,46.26608,50.00877
29.51598,38.03897,46.93985,45.13597
23.93508,835.16908,67.50011,46.88907
24.58596,23.01407,51.30792,45.54415
23.87500,23.75102,45.18485,59.76915
32.12595,25.13313,70.44506,46.42105
23.94009,26.12591,45.37296,44.72899
28.70488,23.28491,44.68584,45.92109
54.93307,1001.91808,45.03107,49.29519
23.86212,123.87300,53.94793,48.76399
34.42001,132.47204,143.59212,45.72582
24.30606,67.84797,46.72384,45.64285
23.89908,24.79792,68.31288,45.15100
109.77197,26.71194,48.37489,45.92800
24.10412,30.57289,45.09902,46.48995
24.76788,22.50409,44.89613,46.24295
23.34404,24.59884,44.22307,108.47688
23.71883,30.41697,44.43502,46.01192
24.22810,23.04196,45.25805,46.00811
30.56002,169.98410,46.25893,24.60718
23.97084,25.20180,44.94691,46.76509
22.54200,24.98507,45.63713,45.85886
23.57793,24.49703,45.72010,45.74895
26.76916,26.11804,47.01710,45.70389
27.74906,23.62514,47.58716,44.55686
24.79386,27.09198,106.81295,46.63801
24.56689,23.43798,55.09591,49.43824
23.74816,376.62196,47.38498,75.97303
23.75293,57.80602,52.39701,87.63909
23.18907,77.52395,114.07208,46.45610
26.58200,60.05096,80.52301,60.31203
23.14782,50.48418,45.43781,44.75498
28.36800,34.02019,46.57292,46.47803
80.22809,30.17092,45.90106,46.91291
27.04191,28.68795,68.77494,45.77708
24.46914,432.35612,44.91401,22.33195
33.10299,53.61390,88.89508,49.25799
26.28112,47.71590,45.90702,89.82801
23.09394,32.63211,46.30280,45.27712
26.71695,23.39101,46.54002,45.13407
24.27912,53.22981,46.94390,46.99612
30.20906,30.45702,47.37997,45.69006
119.35616,24.71185,68.90202,91.57705
24.96719,30.70688,168.16497,46.41294
24.60480,86.91907,47.46318,44.79194
32.97114,29.57320,44.73209,46.90289
27.59099,26.28183,46.09418,49.45207
23.99111,26.66116,45.27283,44.25502
24.36304,26.22700,45.17603,43.88499
24.33515,47.63317,45.33291,47.50800
25.61498,39.74605,45.93396,47.69778
29.94514,24.64700,45.70198,45.56394
26.71695,30.20501,46.54002,47.65296
55.64809,59.89504,43.59388,46.58103
24.30701,23.75412,45.09187,46.98396
24.25814,24.09911,50.29392,44.30699
29.81400,24.82581,193.89820,45.47906
27.86112,132.02810,45.50505,46.41604
26.09587,116.91499,44.43789,46.46802
33.14710,169.36493,47.05596,45.62402
82.43585,22.37797,44.98506,46.11397
32.13096,28.78094,44.18492,46.02385
23.64111,37.00900,46.05007,45.52794
23.40388,36.99684,377.36416,51.45597
24.39189,52.07014,46.53287,47.06383
39.79206,27.69995,184.08298,123.60406
38.18512,31.96788,46.66495,51.44501
23.55599,27.01306,44.62719,46.77200
24.05405,28.14293,44.41690,197.15786
25.27809,501.79887,45.34388,23.61417
43.49685,98.98305,46.85616,22.45617
23.77391,24.25218,44.66796,97.46385
25.74706,27.71497,43.77103,47.93596
24.46198,29.07014,43.70308,45.67099
24.74093,24.34206,73.79508,50.54307
24.43385,49.91198,103.55186,48.80190
34.30605,25.57302,43.80512,50.86684
25.94900,26.59583,71.37203,90.90590
52.35100,108.11496,58.63690,227.74291
26.71385,29.71315,44.98291,47.98102
30.49684,23.30303,51.38803,120.01181
24.71304,23.32902,46.79918,45.50314
45.94684,23.26703,59.74102,135.82516
32.65500,45.36796,70.63007,46.18287
24.91689,23.27085,50.26984,45.62998
24.32609,23.72694,76.60413,45.70913
22.76897,24.44601,130.56517,52.36292
24.34301,23.77295,71.52200,87.65292
29.21796,23.97108,56.64206,46.52476
27.79484,23.79203,49.08299,47.27483
115.71717,28.00703,22.64309,182.41000
27.08793,64.77690,44.54184,47.32299
24.42694,23.13709,47.15085,160.08401
24.27506,30.12896,73.28486,45.00318
32.97997,45.96519,44.63506,45.78185
25.09999,60.50086,59.02004,45.37702
29.55389,24.94311,46.66400,184.67879
24.48106,30.66301,44.51323,47.72091
24.48511,23.51999,45.05491,46.60797
24.37115,26.61180,45.16315,46.62395
22.43996,26.92580,43.70093,44.49987
31.08692,33.41699,44.48009,44.71493
36.09800,31.13222,50.40002,46.78106
25.21992,96.62580,44.43479,46.77796
23.45514,22.97902,44.16990,51.50199
183.03108,25.52819,45.00198,47.06597
23.66304,29.91009,45.63904,46.70095
27.08817,71.21706,46.88191,48.41805
116.00494,238.86013,66.16187,58.75111
23.84806,58.10595,44.95502,47.86611
29.60086,59.22103,45.12715,68.68505
26.07203,23.93293,65.46116,46.68188
26.36695,24.35017,44.40498,46.49782
58.09593,57.21402,44.91496,48.64693
22.10999,25.10285,43.65015,47.77503
23.78607,34.90901,182.75094,47.67799
24.05500,24.54901,45.16292,51.30911
24.41597,32.60708,46.98610,46.30899
25.95806,23.42606,45.97902,44.71207
23.19884,23.41008,45.27998,45.93611
116.37306,24.18709,44.73209,45.73703
25.14505,373.20495,46.33307,36.56507
24.09315,22.87602,45.47000,44.99483
50.26603,23.79799,44.52586,46.32115
24.68514,24.86491,43.97702,67.03901
22.64500,22.34912,47.49417,44.72494
24.67394,23.19098,111.55200,45.72296
23.67187,22.56417,185.41288,44.73090
26.18504,23.24486,44.77096,199.77498
26.51286,37.57596,142.12799,46.58413
33.99396,25.53105,48.40708,44.39497
32.51505,28.83601,206.02918,46.59986
56.64206,23.01502,50.93980,46.56005
28.40209,28.70703,46.17405,46.61798
124.47405,151.82400,45.97306,47.27006
24.03188,26.56102,50.87805,46.89002
41.79978,149.51086,45.27593,53.83706
315.85312,260.11896,46.05079,41.93902
29.24418,90.18683,45.30406,67.82579
32.49907,28.77402,138.52191,48.04015
26.20912,29.43993,44.58308,45.57896
28.39088,33.48708,44.63696,45.44902
117.80000,26.13187,47.26386,52.18196
25.79212,25.33698,80.28388,45.44616
24.99390,31.62098,49.06106,46.84210
24.68204,22.50791,46.34690,44.63506
24.44315,44.00706,71.80190,73.34495
23.59104,29.08087,52.91414,50.03905
25.35486,22.57991,44.70801,44.52515
22.89701,23.49186,44.83294,43.89906
23.14305,302.76394,44.29579,23.43488
24.87302,51.07713,45.89391,79.45108
92.04912,33.66017,47.28389,46.59605
122.77794,35.42089,68.98284,46.58818
31.50201,26.12209,44.68298,52.70791
23.18811,23.26083,191.14804,46.14496
23.87905,29.04797,44.86585,45.54796
52.37508,26.13211,47.36996,46.49019
24.79696,39.12616,60.90403,47.59693
23.96584,74.87893,46.46111,187.20102
30.76887,85.58297,43.85900,46.13304
26.93510,24.76501,47.19210,46.57888
22.56918,24.19996,45.14003,46.40102
